"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.93,,
"SVN","Slovenia","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.85,,
"SVN","Slovenia","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.78,,
"SVN","Slovenia","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,1.73,,
"SVN","Slovenia","TOTAL","Total","FAM11A","Total public social expenditure on families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,1.85,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2021","2021","WEEK","Weeks","0","Units",,,0,,
"USA","United States","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2022","2022","WEEK","Weeks","0","Units",,,0,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2001","2001","PC","Percentage","0","Units",,,-21.4,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2002","2002","PC","Percentage","0","Units",,,-11.7,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2003","2003","PC","Percentage","0","Units",,,-15.4,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2004","2004","PC","Percentage","0","Units",,,-19.5,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2005","2005","PC","Percentage","0","Units",,,-18.9,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2006","2006","PC","Percentage","0","Units",,,-18.8,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2007","2007","PC","Percentage","0","Units",,,-19.7,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2008","2008","PC","Percentage","0","Units",,,-19.4,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2009","2009","PC","Percentage","0","Units",,,-19.3,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2010","2010","PC","Percentage","0","Units",,,-14.5,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2011","2011","PC","Percentage","0","Units",,,-17.5,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2012","2012","PC","Percentage","0","Units",,,-16.1,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2013","2013","PC","Percentage","0","Units",,,-16.1,,
"JPN","Japan","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2014","2014","PC","Percentage","0","Units",,,-15.7,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,84.6,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2011","2011","PC","Percentage","0","Units",,,85.9,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2012","2012","PC","Percentage","0","Units",,,89.2,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,93,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,92.5,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,91.9,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,93.4,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,94.6,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,94.5,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,93.3,,
"KOR","Korea","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,94,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,1.75,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,1.73,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,1.76,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,1.71,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,1.68,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,1.67,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,1.71,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,1.71,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.82,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.78,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.8,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.83,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.83,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.82,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.76,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,1.72,,
"BEL","Belgium","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,1.71,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,28,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,28,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,15,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,15,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,15,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,15,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,17,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,17,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,17,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,17,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2021","2021","WEEK","Weeks","0","Units",,,2,,
"DNK","Denmark","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2022","2022","WEEK","Weeks","0","Units",,,2,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,84.1,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,84.2,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,84.3,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,84.3,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,84,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,82.3,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,78.6,,
"ROU","Romania","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,78.3,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2001","2001","PC","Percentage","0","Units",,,-19.1,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2002","2002","PC","Percentage","0","Units",,,-21.7,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2003","2003","PC","Percentage","0","Units",,,-22.7,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2004","2004","PC","Percentage","0","Units",,,-22.7,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2005","2005","PC","Percentage","0","Units",,,-23.3,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2006","2006","PC","Percentage","0","Units",,,-20.6,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2007","2007","PC","Percentage","0","Units",,,-20.9,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2008","2008","PC","Percentage","0","Units",,,-20.8,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2009","2009","PC","Percentage","0","Units",,,-21.1,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2010","2010","PC","Percentage","0","Units",,,-21.1,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2011","2011","PC","Percentage","0","Units",,,-20.9,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2012","2012","PC","Percentage","0","Units",,,-21,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2013","2013","PC","Percentage","0","Units",,,-21,,
"NOR","Norway","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2014","2014","PC","Percentage","0","Units",,,-22.7,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.56,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.57,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.58,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.59,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.79,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.79,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.85,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,0.99,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.12,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.15,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.15,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.14,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.14,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.14,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.15,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,1.1,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,1.19,,
"NZL","New Zealand","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,1.21,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,1.4,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,5.8,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,10,,
"SWE","Sweden","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,10,,
